,Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross,Decade
1398,1015,2000-03-17,Erin Brockovich,50000000.0,257805243.0,125548685.0,2000
1399,2201,2000-03-17,Final Destination,23000000.0,112036870.0,53302314.0,2000
1400,2035,2000-03-22,Romeo Must Die,25000000.0,91036760.0,55973336.0,2000
1401,2888,2000-03-24,Here on Earth,15000000.0,10845127.0,10494147.0,2000
1402,2897,2000-03-24,Whatever it Takes,15000000.0,8735529.0,8735529.0,2000
1403,378,2000-03-31,The Road to El Dorado,95000000.0,65700000.0,50802661.0,2000
1404,2382,2000-03-31,High Fidelity,20000000.0,47881663.0,27277055.0,2000
1405,2830,2000-03-31,The Skulls,15000000.0,35007180.0,35007180.0,2000
1406,1299,2000-04-02,Scream 3,40000000.0,161838076.0,89138076.0,2000
1407,3432,2000-04-02,Gun Shy,10000000.0,1638202.0,1638202.0,2000
1408,417,2000-04-08,Hollow Man,90000000.0,191200000.0,73209340.0,2000
1409,722,2000-04-08,Space Cowboys,65000000.0,128874043.0,90454043.0,2000
1410,1183,2000-04-08,Coyote Ugly,45000000.0,113916474.0,60786269.0,2000
1411,4180,2000-04-08,Saving Grace,4000000.0,27786849.0,12178602.0,2000
1412,4218,2000-04-08,Psycho Beach Party,4000000.0,267972.0,267972.0,2000
1413,1241,2000-04-14,28 Days,43000000.0,62063972.0,37035515.0,2000
1414,1869,2000-04-14,Keeping the Faith,29000000.0,45336404.0,37036404.0,2000
1415,3624,2000-04-14,American Psycho,8000000.0,28674417.0,15070285.0,2000
1416,4374,2000-04-14,East is East,3000000.0,30438635.0,4170647.0,2000
1417,4285,2000-04-19,La otra conquista,3500000.0,886410.0,886410.0,2000
1418,763,2000-04-21,U-571,62000000.0,127630030.0,77086030.0,2000
1419,2848,2000-04-21,Love and Basketball,15000000.0,27709625.0,27441122.0,2000
1420,3000,2000-04-21,Gossip,14000000.0,12591270.0,5108820.0,2000
1421,3865,2000-04-21,The Virgin Suicides,6000000.0,10619770.0,4859475.0,2000
1422,889,2000-04-28,The Flintstones in Viva Rock Vegas,58000000.0,59431365.0,35231365.0,2000
1423,1700,2000-04-28,Frequency,31000000.0,68079671.0,44983704.0,2000
1424,2834,2000-04-28,Where the Heart Is,15000000.0,40862054.0,33771174.0,2000
1425,3412,2000-05-04,Black and White,10000000.0,5241315.0,5241315.0,2000
1426,319,2000-05-05,Gladiator,103000000.0,457683805.0,187683805.0,2000
1427,1640,2000-05-05,I Dreamed of Africa,34000000.0,14291999.0,6543194.0,2000
1428,3728,2000-05-05,Michael Jordan to the MAX,7000000.0,18642318.0,18642318.0,2000
1429,4314,2000-05-05,Human Traffic,3300000.0,5422740.0,104257.0,2000
1430,4773,2000-05-05,The Basket,1300000.0,609042.0,609042.0,2000
1431,4892,2000-05-05,Luminarias,1000000.0,428535.0,428535.0,2000
1432,228,2000-05-19,Dinosaur,127500000.0,356148063.0,137748063.0,2000
1433,2606,2000-05-19,Small Time Crooks,18000000.0,29934477.0,17266359.0,2000
1434,2727,2000-05-19,Road Trip,16000000.0,119739110.0,68525609.0,2000
1435,254,2000-05-24,Mission: Impossible 2,120000000.0,549588516.0,215409889.0,2000
1436,935,2000-05-26,Shanghai Noon,55000000.0,71189835.0,56932305.0,2000
1437,4599,2000-05-26,Hum to Mohabbt Karega,2000000.0,121807.0,121807.0,2000
1438,909,2000-06-10,Meet the Parents,55000000.0,304599899.0,166225040.0,2000
1439,1397,2000-06-10,Get Carter,40000000.0,19417182.0,14967182.0,2000
1440,3426,2000-06-10,Bamboozled,10000000.0,2373937.0,2185266.0,2000
1441,4022,2000-06-10,Digimon: The Movie,5000000.0,16628751.0,9628751.0,2000
1442,4121,2000-06-10,Requiem for a Dream,4500000.0,7389233.0,3635482.0,2000
1443,554,2000-06-16,Fantasia 2000 (Theatrical Release),80000000.0,9103630.0,9103630.0,2000
1444,610,2000-06-16,Titan A.E.,75000000.0,36751979.0,22751979.0,2000
1445,976,2000-06-16,Shaft,53012938.0,107190108.0,70327868.0,2000
1446,2745,2000-06-16,Boys and Girls,16000000.0,21799652.0,21799652.0,2000
1447,4485,2000-06-16,Jesus' Son,2500000.0,1687548.0,1282084.0,2000
1448,1249,2000-06-21,Chicken Run,42000000.0,227793915.0,106793915.0,2000
1449,997,2000-06-23,"Me, Myself & Irene",51000000.0,149270999.0,90570999.0,2000
1450,5273,2000-06-23,Woman Chaser,150000.0,110719.0,110719.0,2000
1451,291,2000-06-28,The Patriot,110000000.0,215300000.0,113330342.0,2000
1452,255,2000-06-30,The Perfect Storm,120000000.0,328711434.0,182618434.0,2000
1453,571,2000-06-30,The Adventures of Rocky & Bullwinkle,76000000.0,35129610.0,26000610.0,2000
1454,812,2000-07-04,Rules of Engagement,60000000.0,71719931.0,61322858.0,2000
1455,2176,2000-07-04,Return to Me,24000000.0,32662299.0,32662299.0,2000
1456,2187,2000-07-04,Ready to Rumble,24000000.0,12372410.0,12372410.0,2000
1457,728,2000-07-07,The Kid,65000000.0,69688384.0,69688384.0,2000
1458,2529,2000-07-07,Scary Movie,19000000.0,277200000.0,157019771.0,2000
1459,4803,2000-07-07,But I'm a Cheerleader,1200000.0,2509344.0,2205627.0,2000
1460,581,2000-07-14,X-Men,75000000.0,296339717.0,157299717.0,2000
1461,5191,2000-07-14,Chuck&Buck,250000.0,1157672.0,1055671.0,2000
1462,2908,2000-07-19,The In Crowd,15000000.0,5217498.0,5217498.0,2000
1463,400,2000-07-21,What Lies Beneath,90000000.0,288693989.0,155464351.0,2000
1464,1767,2000-07-21,Pokemon 2000,30000000.0,133946923.0,43746923.0,2000
1465,2426,2000-07-21,Loser,20000000.0,18250106.0,15464026.0,2000
1466,2545,2000-07-26,Thomas and the Magic Railroad,19000000.0,15911332.0,15911332.0,2000
1467,476,2000-07-28,Nutty Professor II: The Klumps,84000000.0,166307945.0,123307945.0,2000
1468,1650,2000-08-09,The Watcher,33000000.0,47267829.0,28946615.0,2000
1469,2181,2000-08-09,Nurse Betty,24000000.0,27732366.0,25170054.0,2000
1470,3535,2000-08-09,The Way of the Gun,9000000.0,13061935.0,6047856.0,2000
1471,4499,2000-08-09,Anatomie,2500000.0,9598.0,9598.0,2000
1472,4882,2000-08-09,Fiza,1000000.0,1179462.0,623791.0,2000
1473,593,2000-08-12,Vertical Limit,75000000.0,213500000.0,68473360.0,2000
1474,743,2000-08-12,Proof of Life,65000000.0,62761005.0,32598931.0,2000
1475,1597,2000-08-12,Dungeons and Dragons,35000000.0,33771965.0,15185241.0,2000
1476,2794,2000-08-12,"Crouching Tiger, Hidden Dragon",15000000.0,213514672.0,128067808.0,2000
1477,3339,2000-08-12,Snatch,10000000.0,83593107.0,30093107.0,2000
1478,1533,2000-08-18,The Cell,35000000.0,85911226.0,61280963.0,2000
1479,4336,2000-08-18,The Original Kings of Comedy,3000000.0,38236338.0,38168022.0,2000
1480,4852,2000-08-18,Godzilla 2000,1000000.0,10037390.0,10037390.0,2000
1481,1372,2000-08-25,The Art of War,40000000.0,30199105.0,30199105.0,2000
1482,2214,2000-08-25,The Crew,23000000.0,13019253.0,13019253.0,2000
1483,3309,2000-08-25,Bring it On,10000000.0,90453550.0,68353550.0,2000
1484,5342,2000-08-25,Smiling Fish and Goat on Fire,40000.0,277233.0,277233.0,2000
1485,318,2000-09-06,Gone in 60 Seconds,103300000.0,232643008.0,101643008.0,2000
1486,5060,2000-09-06,Groove,500000.0,1167524.0,1115313.0,2000
1487,850,2000-09-15,Almost Famous,60000000.0,47371191.0,32522352.0,2000
1488,1596,2000-09-15,Bait,35000000.0,15471969.0,15325127.0,2000
1489,2763,2000-09-15,Duets,16000000.0,6615452.0,4734235.0,2000
1490,5226,2000-09-15,Urbania,225000.0,1032075.0,1032075.0,2000
1491,2857,2000-09-22,Urban Legends: Final Cut,15000000.0,38574362.0,21468807.0,2000
1492,3110,2000-09-22,Dancer in the Dark,12500000.0,45557491.0,4157491.0,2000
1493,3635,2000-09-22,Woman on Top,8000000.0,10192613.0,5018450.0,2000
1494,4913,2000-09-22,The Specials,1000000.0,12996.0,12996.0,2000
1495,3846,2000-09-27,Best in Show,6000000.0,20695413.0,18621249.0,2000
1496,1713,2000-09-29,Remember the Titans,30000000.0,136706683.0,115654751.0,2000
1497,3540,2000-09-29,Beautiful,9000000.0,3134509.0,3134509.0,2000
1498,4872,2000-09-29,The Broken Hearts Club: A Romantic Comedy,1000000.0,2022442.0,1744858.0,2000
1499,424,2000-10-03,Mission to Mars,90000000.0,106000000.0,60874615.0,2000
1500,1464,2000-10-03,The Ninth Gate,38000000.0,58394308.0,18653746.0,2000
1501,4986,2000-10-03,Deterrence,800000.0,371647.0,144583.0,2000
1502,5158,2000-10-03,God's Army,300000.0,2652515.0,2637726.0,2000
1503,533,2000-10-11,Little Nicky,80000000.0,58270391.0,39442871.0,2000
1504,551,2000-10-11,Red Planet,80000000.0,33463969.0,17480890.0,2000
1505,1671,2000-10-11,Men of Honor,32000000.0,82339483.0,48814909.0,2000
1506,4796,2000-10-11,You Can Count on Me,1200000.0,10827356.0,9180275.0,2000
1507,1917,2000-10-13,Lost Souls,28000000.0,31320293.0,16779636.0,2000
1508,3264,2000-10-13,The Ladies Man,11000000.0,13719474.0,13592872.0,2000
1509,3524,2000-10-13,The Contender,9000000.0,17804273.0,17804273.0,2000
1510,3983,2000-10-13,Billy Elliot,5000000.0,109273197.0,21995263.0,2000
1511,4410,2000-10-13,Just Looking,3000000.0,39852.0,39852.0,2000
1512,1137,2000-10-20,Bedazzled,48000000.0,90376224.0,37879996.0,2000
1513,1364,2000-10-20,Pay it Forward,40000000.0,55696705.0,33508922.0,2000
1514,2497,2000-10-20,The Yards,20000000.0,2282710.0,882710.0,2000
1515,4552,2000-10-20,The Legend of Drunken Master,2000000.0,11546543.0,11546543.0,2000
1516,752,2000-10-27,Lucky Numbers,65000000.0,10014234.0,10014234.0,2000
1517,2264,2000-10-27,The Little Vampire,22000000.0,13555988.0,13555988.0,2000
1518,2849,2000-10-27,Book of Shadows: Blair Witch 2,15000000.0,47721314.0,26421314.0,2000
1519,3948,2000-10-27,A Room for Romeo Brass,5250000.0,20097.0,20097.0,2000
1520,5340,2000-10-27,George Washington,42000.0,342722.0,241816.0,2000
1521,5030,2000-10-31,Mercy Streets,600000.0,173599.0,173599.0,2000
1522,1065,2000-11-02,The Beach,50000000.0,39778599.0,39778599.0,2000
1523,2346,2000-11-02,The Tigger Movie,20000000.0,96147688.0,45542421.0,2000
1524,3036,2000-11-02,Snow Day,13000000.0,62452927.0,60008303.0,2000
1525,5235,2000-11-02,Trois,200000.0,1161843.0,1161843.0,2000
1526,1057,2000-11-08,The Replacements,50000000.0,50054511.0,44737059.0,2000
1527,1356,2000-11-08,Autumn in New York,40000000.0,90717684.0,37752931.0,2000
1528,1374,2000-11-08,Bless the Child,40000000.0,40435694.0,29374178.0,2000
1529,3437,2000-11-08,Cecil B. Demented,10000000.0,1953882.0,1276984.0,2000
1530,3793,2000-11-08,Aimée & Jaguar,6800000.0,927107.0,927107.0,2000
1531,253,2000-11-17,How the Grinch Stole Christmas,123000000.0,345141403.0,260044825.0,2000
1532,484,2000-11-17,The 6th Day,82000000.0,96024898.0,34543701.0,2000
1533,1557,2000-11-17,Bounce,35000000.0,53425292.0,36805288.0,2000
1534,1731,2000-11-17,Rugrats in Paris,30000000.0,103284813.0,76501438.0,2000
1535,456,2000-11-22,102 Dalmatians,85000000.0,66941559.0,66941559.0,2000
1536,617,2000-11-22,Unbreakable,73243106.0,248099143.0,94999143.0,2000
1537,3023,2000-11-22,Quills,13500000.0,11732088.0,7060876.0,2000
1538,3495,2000-12-01,Next Friday,9500000.0,59675307.0,57176582.0,2000
1539,3715,2000-12-01,My Dog Skip,7000000.0,35795319.0,34099640.0,2000
1540,544,2000-12-05,Battlefield Earth: A Saga of the Year 3000,80000000.0,29725663.0,21471685.0,2000
1541,2607,2000-12-05,Center Stage,18000000.0,21361109.0,17200925.0,2000
1542,3186,2000-12-05,Screwed,12000000.0,6982680.0,6982680.0,2000
1543,3636,2000-12-05,Held Up,8000000.0,4714090.0,4714090.0,2000
1544,4582,2000-12-05,Hamlet,2000000.0,2419669.0,1577287.0,2000
1545,342,2000-12-15,The Emperor's New Groove,100000000.0,169296573.0,89296573.0,2000
1546,707,2000-12-15,What Women Want,65000000.0,374105123.0,182805123.0,2000
1547,2029,2000-12-15,Chocolat,25000000.0,152500343.0,71309760.0,2000
1548,3044,2000-12-15,"Dude, Where's My Car?",13000000.0,73180297.0,46729374.0,2000
1549,3859,2000-12-15,Pollock,6000000.0,10557291.0,8596914.0,2000
1550,1240,2000-12-19,Finding Forrester,43000000.0,80013623.0,51768623.0,2000
1551,3382,2000-12-19,The Gift,10000000.0,44567606.0,12008642.0,2000
1552,439,2000-12-22,Cast Away,85000000.0,427230516.0,233632142.0,2000
1553,540,2000-12-22,Thirteen Days,80000000.0,66554547.0,34566746.0,2000
1554,801,2000-12-22,The Family Man,60000000.0,124715863.0,75764085.0,2000
1555,1164,2000-12-22,Miss Congeniality,45000000.0,213420951.0,106807667.0,2000
1556,1217,2000-12-22,All the Pretty Horses,45000000.0,18120267.0,15527125.0,2000
1557,1907,2000-12-22,Dracula 2000,28000000.0,33000377.0,33000377.0,2000
1558,1981,2000-12-22,"O Brother, Where Art Thou?",26000000.0,75763814.0,45506619.0,2000
1559,3422,2000-12-22,The House of Mirth,10000000.0,5149131.0,3041803.0,2000
1560,4225,2000-12-22,An Everlasting Piece,4000000.0,75078.0,75078.0,2000
1561,1126,2000-12-27,Traffic,48000000.0,208300000.0,124107476.0,2000
1562,3089,2000-12-29,The Claim,13000000.0,1375635.0,622023.0,2000
1563,3631,2000-12-29,Shadow of the Vampire,8000000.0,8279017.0,8279017.0,2000
1564,1791,2001-01-06,What's the Worst That Could Happen?,30000000.0,38462071.0,32267774.0,2000
1565,2238,2001-01-06,The Animal,22000000.0,55762229.0,55762229.0,2000
1566,1212,2001-01-19,The Pledge,45000000.0,29406132.0,19719930.0,2000
1567,1894,2001-01-26,The Wedding Planner,28000000.0,94728529.0,60400856.0,2000
1568,2563,2001-02-02,Left Behind,18500000.0,4221341.0,4221341.0,2000
1569,2995,2001-02-02,Head Over Heels,14000000.0,10397365.0,10397365.0,2000
1570,3358,2001-02-02,Valentine,10000000.0,20384136.0,20384136.0,2000
1571,1318,2001-02-03,The Mexican,40000000.0,145238250.0,66808615.0,2000
1572,2738,2001-02-03,See Spot Run,16000000.0,43057552.0,33357476.0,2000
1573,3026,2001-02-03,The Caveman's Valentine,13500000.0,892506.0,687081.0,2000
1574,3079,2001-02-03,The Widow of St. Pierre,13000000.0,3058380.0,3058380.0,2000
1575,275,2001-02-11,"Monsters, Inc.",115000000.0,559757719.0,289423425.0,2000
1576,982,2001-02-11,Domestic Disturbance,53000000.0,54207112.0,45207112.0,2000
1577,1120,2001-02-11,The One,49000000.0,72689126.0,43905746.0,2000
1578,3299,2001-02-11,Le Fabuleux destin d'Amélie Poulain,10350000.0,174201661.0,33201661.0,2000
1579,5087,2001-02-11,Everything Put Together,500000.0,7890.0,0.0,2000
1580,1381,2001-02-16,Sweet November,40000000.0,65754228.0,25288103.0,2000
1581,1739,2001-02-16,Down to Earth,30000000.0,71172251.0,64172251.0,2000
1582,3324,2001-02-16,Recess: School's Out,10000000.0,44451470.0,36696761.0,2000
1583,614,2001-02-23,Monkeybone,75000000.0,5409517.0,5409517.0,2000
1584,767,2001-02-23,3000 Miles to Graceland,62000000.0,18708848.0,15738632.0,2000
1585,397,2001-03-08,Rush Hour 2,90000000.0,347425832.0,226164286.0,2000
1586,1718,2001-03-08,The Princess Diaries,30000000.0,165334774.0,108244774.0,2000
1587,1990,2001-03-08,Original Sin,26000000.0,16521410.0,16521410.0,2000
1588,461,2001-03-16,Enemy at the Gates,85000000.0,96971293.0,51396781.0,2000
1589,1645,2001-03-16,Exit Wounds,33000000.0,79958599.0,51758599.0,2000
1590,3979,2001-03-16,Memento,5000000.0,39723096.0,25544867.0,2000
1591,5192,2001-03-16,American Desi,250000.0,1366235.0,902835.0,2000
1592,5330,2001-03-16,Gabriela,50000.0,2335352.0,2335352.0,2000
1593,1457,2001-03-23,Heartbreakers,38000000.0,57753825.0,40334024.0,2000
1594,2135,2001-03-23,Say It Isn't So,25000000.0,5516708.0,5516708.0,2000
1595,3837,2001-03-23,The Brothers,6000000.0,27958191.0,27457409.0,2000
1596,1518,2001-03-30,Spy Kids,35000000.0,197692062.0,112692062.0,2000
1597,2205,2001-03-30,Someone Like You,23000000.0,38684906.0,27338033.0,2000
1598,2616,2001-03-30,Tailor of Panama,18000000.0,27491653.0,13491653.0,2000
1599,3265,2001-03-30,Tomcats,11000000.0,13558739.0,13558739.0,2000
1600,4566,2001-03-30,Amores Perros,2000000.0,20883834.0,5383834.0,2000
1601,368,2001-04-05,The Mummy Returns,98000000.0,435040395.0,202007640.0,2000
1602,4605,2001-04-05,Eureka,2000000.0,76654.0,49388.0,2000
1603,790,2001-04-07,Cats & Dogs,60000000.0,200700000.0,93375151.0,2000
1604,1176,2001-04-07,Scary Movie 2,45000000.0,141189101.0,71277420.0,2000
1605,2028,2001-04-13,Bridget Jones's Diary,25000000.0,281527158.0,71500556.0,2000
1606,2082,2001-04-20,Crocodile Dundee in Los Angeles,25000000.0,39393111.0,25590119.0,2000
1607,2873,2001-04-20,Freddy Got Fingered,15000000.0,14249005.0,14249005.0,2000
1608,317,2001-04-27,Town & Country,105000000.0,10364769.0,6712451.0,2000
1609,629,2001-04-27,Driven,72000000.0,54616869.0,32616869.0,2000
1610,3664,2001-04-27,Akira,8000000.0,19585.0,19585.0,2000
1611,4027,2001-04-27,The Forsaken,5000000.0,6755271.0,6755271.0,2000
1612,1173,2001-05-10,Training Day,45000000.0,104505362.0,76261036.0,2000
1613,1899,2001-05-10,Serendipity,28000000.0,77477297.0,50255310.0,2000
1614,2207,2001-05-10,Joy Ride,23000000.0,21973182.0,21973182.0,2000
1615,3170,2001-05-10,Max Keeble's Big Move,12000000.0,17292381.0,17292381.0,2000
1616,981,2001-05-18,Moulin Rouge,53000000.0,179209685.0,57386369.0,2000
1617,1002,2001-05-18,Shrek,50000000.0,491812794.0,267655011.0,2000
1618,1462,2001-05-18,Angel Eyes,38000000.0,29544532.0,24044532.0,2000
1619,132,2001-05-25,Pearl Harbor,151500000.0,449239855.0,198539855.0,2000
1620,1419,2001-06-04,Just Visiting,40000000.0,16172200.0,4777007.0,2000
1621,1755,2001-06-04,Blow,30000000.0,83282296.0,52990775.0,2000
1622,1886,2001-06-04,Along Came a Spider,28000000.0,105159085.0,74058698.0,2000
1623,4350,2001-06-04,Pokemon 3: The Movie,3000000.0,68452128.0,17052128.0,2000
1624,4879,2001-06-04,Brigham City,1000000.0,852206.0,852206.0,2000
1625,2060,2001-06-07,Kiss of the Dragon,25000000.0,36833473.0,36833473.0,2000
1626,5377,2001-06-07,Cure,10000.0,94596.0,94596.0,2000
1627,4151,2001-06-13,Sexy Beast,4300000.0,10158355.0,6946056.0,2000
1628,385,2001-06-15,Lara Croft: Tomb Raider,94000000.0,273330185.0,131144183.0,2000
1629,4669,2001-06-15,Songcatcher,1800000.0,3050934.0,3050934.0,2000
1630,626,2001-06-22,Doctor Dolittle 2,72000000.0,176101721.0,112950721.0,2000
1631,1444,2001-06-22,The Fast and the Furious,38000000.0,206512310.0,144512310.0,2000
1632,2740,2001-06-27,Baby Boy,16000000.0,28734552.0,28734552.0,2000
1633,415,2001-06-29,Artificial Intelligence: AI,90000000.0,235900000.0,78616689.0,2000
1634,2948,2001-06-29,Pandaemonium,15000000.0,0.0,0.0,2000
1635,3063,2001-06-29,crazy/beautiful,13000000.0,19929123.0,16929123.0,2000
1636,4284,2001-06-29,Pootie Tang,3500000.0,3293258.0,3293258.0,2000
1637,1378,2001-07-09,The Musketeer,40000000.0,27053815.0,27053815.0,2000
1638,1466,2001-07-09,Rock Star,38000000.0,19317765.0,16991902.0,2000
1639,3005,2001-07-09,Soul Survivors,14000000.0,4288246.0,3100650.0,2000
1640,3059,2001-07-09,Two Can Play That Game,13000000.0,22391450.0,22235901.0,2000
1641,5013,2001-07-09,L.I.E.,700000.0,1140965.0,1140965.0,2000
1642,441,2001-07-12,Ocean's Eleven,85000000.0,450728529.0,183417150.0,2000
1643,3881,2001-07-12,The Business of Strangers,6000000.0,1290920.0,1030920.0,2000
1644,4877,2001-07-12,No Man's Land,1000000.0,2684207.0,1067481.0,2000
1645,692,2001-07-13,The Score,68000000.0,113542091.0,71069884.0,2000
1646,2568,2001-07-13,Legally Blonde,18000000.0,141809235.0,96493426.0,2000
1647,4033,2001-07-13,Made,5000000.0,5476060.0,5308707.0,2000
1648,4534,2001-07-13,Bully,2100000.0,1381824.0,881824.0,2000
1649,387,2001-07-18,Jurassic Park III,93000000.0,365900000.0,181166115.0,2000
1650,1153,2001-07-20,America's Sweethearts,46000000.0,160648493.0,93607673.0,2000
1651,3211,2001-07-20,Brother,12000000.0,450594.0,450594.0,2000
1652,3875,2001-07-20,Hedwig and the Angry Inch,6000000.0,3747270.0,3067312.0,2000
1653,3927,2001-07-20,Ghost World,5500000.0,8761608.0,6217849.0,2000
1654,329,2001-07-27,Planet of the Apes,100000000.0,362211740.0,180011740.0,2000
1655,5133,2001-07-27,Jackpot,400000.0,44452.0,44452.0,2000
1656,412,2001-08-06,Atlantis: The Lost Empire,90000000.0,186049020.0,84052762.0,2000
1657,523,2001-08-06,Swordfish,80000000.0,147080413.0,69772969.0,2000
1658,535,2001-08-06,Evolution,80000000.0,98341932.0,38311134.0,2000
1659,4362,2001-08-08,The Deep End,3000000.0,9981635.0,8823109.0,2000
1660,2904,2001-08-10,Mulholland Drive,15000000.0,11919578.0,7219578.0,2000
1661,1135,2001-08-13,K-PAX,48000000.0,50315140.0,50315140.0,2000
1662,901,2001-08-17,Captain Corelli's Mandolin,57000000.0,62097495.0,25528495.0,2000
1663,1133,2001-08-17,Rat Race,48000000.0,86607223.0,56607223.0,2000
1664,1601,2001-08-17,American Outlaws,35000000.0,13601109.0,13264986.0,2000
1665,3818,2001-08-17,Aberdeen,6500000.0,64148.0,64148.0,2000
1666,4765,2001-08-21,Batman - The Movie,1377800.0,0.0,0.0,2000
1667,4902,2001-08-22,Lisa Picard is Famous,1000000.0,113433.0,113433.0,2000
1668,1922,2001-08-24,John Carpenter's Ghosts of Mars,28000000.0,8434601.0,8434601.0,2000
1669,1995,2001-08-24,The Curse of the Jade Scorpion,26000000.0,18496522.0,7496522.0,2000
1670,2249,2001-08-24,Jay and Silent Bob Strike Back,22000000.0,33762400.0,30059386.0,2000
1671,2692,2001-08-24,Summer Catch,17000000.0,19693891.0,19693891.0,2000
1672,3074,2001-08-24,Bubble Boy,13000000.0,5002310.0,5002310.0,2000
1673,3322,2001-08-31,Jeepers Creepers,10000000.0,58939035.0,37904175.0,2000
1674,3997,2001-08-31,O (Othello),5000000.0,16017403.0,16017403.0,2000
1675,4911,2001-08-31,Speedway Junky,1000000.0,17127.0,17127.0,2000
1676,437,2001-09-02,Hannibal,87000000.0,350100280.0,165092266.0,2000
1677,2257,2001-09-02,Saving Silverman,22000000.0,25873142.0,19351569.0,2000
1678,1262,2001-09-03,15 Minutes,42000000.0,56331864.0,24375436.0,2000
1679,3219,2001-09-03,Company Man,12000000.0,622273.0,146028.0,2000
1680,3384,2001-09-03,Get Over It,10000000.0,19860259.0,11560259.0,2000
1681,5375,2001-09-03,Dayereh,10000.0,673780.0,673780.0,2000
1682,1314,2001-09-11,Shallow Hal,40000000.0,70836296.0,70836296.0,2000
1683,1580,2001-09-11,Heist,35000000.0,28906817.0,23483357.0,2000
1684,5305,2001-09-11,Keeping it Real: The Adventures of Greg Walloch,100000.0,1358.0,1358.0,2000
1685,2259,2001-09-14,The Glass House,22000000.0,22861785.0,17951431.0,2000
1686,2289,2001-09-14,Hardball,21000000.0,43728560.0,40222729.0,2000
1687,2269,2001-09-21,Megiddo: Omega Code 2,22000000.0,6047691.0,6047691.0,2000
1688,3582,2001-09-21,Glitter,8500000.0,4273372.0,4273372.0,2000
1689,1044,2001-09-28,Don’t Say a Word,50000000.0,104488383.0,54997476.0,2000
1690,1701,2001-09-28,Hearts in Atlantis,31000000.0,30885781.0,24185781.0,2000
1691,1901,2001-09-28,Zoolander,28000000.0,60780981.0,45172250.0,2000
1692,4589,2001-09-28,Dinner Rush,2000000.0,1075504.0,638227.0,2000
1693,682,2001-10-08,Osmosis Jones,70000000.0,13596911.0,13596911.0,2000
1694,1708,2001-10-08,American Pie 2,30000000.0,286500000.0,145096820.0,2000
1695,2666,2001-10-08,The Others,17000000.0,207765056.0,96522687.0,2000
1696,4732,2001-10-08,Session 9,1500000.0,1619602.0,378176.0,2000
1697,866,2001-10-19,The Last Castle,60000000.0,20541668.0,18208078.0,2000
1698,1146,2001-10-19,Riding in Cars with Boys,47000000.0,29781453.0,29781453.0,2000
1699,1566,2001-10-19,From Hell,35000000.0,68712365.0,31598308.0,2000
1700,3398,2001-10-24,Bones,10000000.0,8378853.0,7316658.0,2000
1701,2537,2001-10-26,Thirteen Ghosts,19000000.0,68467960.0,41867960.0,2000
1702,2611,2001-10-26,Life as a House,18000000.0,23889158.0,15652637.0,2000
1703,3414,2001-10-26,On the Line,10000000.0,4690802.0,4365455.0,2000
1704,3453,2001-10-26,High Heels and Low Lifes,10000000.0,226792.0,226792.0,2000
1705,4126,2001-10-26,Donnie Darko,4500000.0,7503672.0,1472801.0,2000
1706,2262,2001-11-04,Josie and the Pussycats,22000000.0,14252830.0,14252830.0,2000
1707,2741,2001-11-04,Joe Dirt,16000000.0,30987695.0,27087695.0,2000
1708,3725,2001-11-04,Kingdom Come,7000000.0,23393939.0,23247539.0,2000
1709,1273,2001-11-05,A Knight’s Tale,41000000.0,100622586.0,56083966.0,2000
1710,198,2001-11-07,Final Fantasy: The Spirits Within,137000000.0,85131830.0,32131830.0,2000
1711,4185,2001-11-14,The Wash,4000000.0,10097096.0,10097096.0,2000
1712,233,2001-11-16,Harry Potter and the Sorcerer’s Stone,125000000.0,974755371.0,317575550.0,2000
1713,3878,2001-11-16,Novocaine,6000000.0,2522928.0,2025238.0,2000
1714,422,2001-11-21,Spy Game,90000000.0,143049560.0,62362560.0,2000
1715,1562,2001-11-21,Black Knight,35000000.0,33422806.0,33422806.0,2000
1716,3263,2001-11-21,Out Cold,11000000.0,14786394.0,13906394.0,2000
1717,4870,2001-11-21,The Sidewalks of New York,1000000.0,3575308.0,2402459.0,2000
1718,4684,2001-11-23,In the Bedroom,1700000.0,42137871.0,35930604.0,2000
1719,1324,2001-11-30,Behind Enemy Lines,40000000.0,58855732.0,58855732.0,2000
1720,1471,2001-11-30,Texas Rangers,38000000.0,623374.0,623374.0,2000
1721,1832,2001-12-01,Antitrust,30000000.0,17865209.0,10965209.0,2000
1722,2179,2001-12-01,Double Take,24000000.0,29823162.0,29823162.0,2000
1723,3033,2001-12-01,Save the Last Dance,13000000.0,122244329.0,91038276.0,2000
1724,603,2001-12-10,Bandits,75000000.0,71523271.0,41523271.0,2000
1725,3258,2001-12-10,Corky Romano,11000000.0,25116103.0,23978402.0,2000
1726,647,2001-12-14,Vanilla Sky,70000000.0,202726605.0,100614858.0,2000
1727,1897,2001-12-14,The Royal Tenenbaums,28000000.0,71430876.0,52353636.0,2000
1728,2825,2001-12-14,Not Another Teen Movie,15000000.0,62401343.0,37882551.0,2000
1729,3751,2001-12-14,The Other Side of Heaven,7000000.0,4720371.0,4720371.0,2000
1730,3928,2001-12-14,Iris,5500000.0,15155021.0,5580479.0,2000
