,Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross,Decade
4343,4271,2013-02-22,Dark Skies,3500000.0,27704111.0,17418667.0,2010
4344,3942,2013-02-26,Tao Jie,5400000.0,4728896.0,0.0,2010
4345,41,2013-03-05,Iron Man 3,200000000.0,1215392272.0,408992272.0,2010
4346,3428,2013-03-05,The Iceman,10000000.0,3623609.0,1930282.0,2010
4347,3455,2013-03-05,"Cinco de Mayo, La Batalla",10000000.0,173472.0,173472.0,2010
4348,5278,2013-03-05,Aroused,150000.0,0.0,0.0,2010
4349,568,2013-03-07,Despicable Me 2,76000000.0,975216835.0,368065385.0,2010
4350,4471,2013-03-07,Kevin Hart: Let Me Explain,2500000.0,32327255.0,32244051.0,2010
4351,1117,2013-03-15,Upside Down,50000000.0,26387039.0,102118.0,2010
4352,1679,2013-03-15,The Incredible Burt Wonderstone,32000000.0,27392609.0,22537881.0,2010
4353,3093,2013-03-15,The Call,12800000.0,69821476.0,51872378.0,2010
4354,4003,2013-03-15,Spring Breakers,5000000.0,31149251.0,14124286.0,2010
4355,4632,2013-03-19,Straight A's,2000000.0,0.0,0.0,2010
4356,649,2013-03-22,Olympus Has Fallen,70000000.0,150562164.0,98927592.0,2010
4357,2150,2013-03-22,On the Road,25000000.0,9313302.0,720828.0,2010
4358,3061,2013-03-22,Admission,13000000.0,18733666.0,18007317.0,2010
4359,187,2013-03-27,G.I. Joe: Retaliation,140000000.0,375740705.0,122523060.0,2010
4360,1083,2013-03-29,The Host,50000000.0,64477051.0,26623701.0,2010
4361,2858,2013-03-29,The Place Beyond the Pines,15000000.0,47011449.0,21403519.0,2010
4362,2366,2013-04-01,Texas Chainsaw 3D,20000000.0,47666013.0,34341945.0,2010
4363,2903,2013-04-01,Promised Land,15000000.0,9300336.0,7597898.0,2010
4364,5366,2013-04-01,All Superheroes Must Die,20000.0,0.0,0.0,2010
4365,282,2013-04-10,Gravity,110000000.0,695941797.0,274092705.0,2010
4366,1810,2013-04-10,Runner Runner,30000000.0,60512680.0,19316646.0,2010
4367,4688,2013-04-10,Grace Unplugged,1700000.0,2507159.0,2507159.0,2010
4368,4939,2013-04-10,My Last Day Without You,1000000.0,0.0,0.0,2010
4369,5328,2013-04-10,The Dirties,55000.0,0.0,0.0,2010
4370,2266,2013-04-12,Out of the Furnace,22000000.0,15434375.0,11330849.0,2010
4371,1432,2013-04-16,Un monstre à Paris ,40000000.0,27000381.0,0.0,2010
4372,5071,2013-04-17,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,500000.0,152449.0,152449.0,2010
4373,262,2013-04-19,Oblivion,120000000.0,287916633.0,89107235.0,2010
4374,4726,2013-04-19,The Lords of Salem,1500000.0,1541131.0,1165881.0,2010
4375,4787,2013-04-19,Filly Brown,1250000.0,2940411.0,2850357.0,2010
4376,4801,2013-04-19,Home Run,1200000.0,2859955.0,2859955.0,2010
4377,1660,2013-04-26,The Big Wedding,32500000.0,48425971.0,21819348.0,2010
4378,1979,2013-04-26,Pain & Gain,26000000.0,81275291.0,49875291.0,2010
4379,2928,2013-04-26,The Reluctant Fundamentalist,15000000.0,528731.0,528731.0,2010
4380,3354,2013-04-26,Mud,10000000.0,31556959.0,21590086.0,2010
4381,2676,2013-05-04,Evil Dead,17000000.0,97778356.0,54239856.0,2010
4382,2767,2013-05-04,Trance,16000000.0,22594052.0,2322593.0,2010
4383,4761,2013-05-04,Eddie: The Sleepwalking Cannibal,1400000.0,1632.0,1632.0,2010
4384,4966,2013-05-04,The Brass Teapot,900000.0,413733.0,6997.0,2010
4385,3984,2013-05-07,The Way Way Back,5000000.0,26853810.0,21502690.0,2010
4386,4937,2013-05-14,Black Rock,1000000.0,0.0,0.0,2010
4387,60,2013-05-16,Star Trek Into Darkness,190000000.0,467381584.0,228778661.0,2010
4388,4301,2013-05-17,Jagten,3450000.0,18309793.0,687185.0,2010
4389,4377,2013-05-17,Frances Ha,3000000.0,11267511.0,4067398.0,2010
4390,4418,2013-05-21,Open Road,3000000.0,47469.0,0.0,2010
4391,320,2013-05-23,The Hangover 3,103000000.0,362000072.0,112200072.0,2010
4392,119,2013-05-24,Fast and Furious 6,160000000.0,789300444.0,238679850.0,2010
4393,339,2013-05-24,Epic,100000000.0,262794441.0,107518682.0,2010
4394,4363,2013-05-24,Before Midnight,3000000.0,23283672.0,8110621.0,2010
4395,224,2013-05-31,After Earth,130000000.0,251499665.0,60522097.0,2010
4396,586,2013-05-31,Now You See Me,75000000.0,342769200.0,117723989.0,2010
4397,3588,2013-05-31,Yeh Jawaani Hai Deewani,8300000.0,50827466.0,3827466.0,2010
4398,3814,2013-05-31,The East,6500000.0,3027956.0,2274649.0,2010
4399,1456,2013-06-09,Riddick,38000000.0,94763758.0,42025135.0,2010
4400,2936,2013-06-09,Winnie Mandela,15000000.0,61847.0,61847.0,2010
4401,2940,2013-06-12,Khumba,15000000.0,20898221.0,0.0,2010
4402,3266,2013-06-12,Inside Llewyn Davis,11000000.0,32943247.0,13248209.0,2010
4403,3293,2013-06-12,The Last Days on Mars,10600000.0,261364.0,24084.0,2010
4404,24,2013-06-14,Man of Steel,225000000.0,667999518.0,291045518.0,2010
4405,4863,2013-06-14,20 Feet From Stardom,1000000.0,5892466.0,4946250.0,2010
4406,46,2013-06-21,Monsters University,200000000.0,743588329.0,268488329.0,2010
4407,61,2013-06-21,World War Z,190000000.0,531514650.0,202359711.0,2010
4408,4501,2013-06-21,Alien Uprising,2500000.0,0.0,0.0,2010
4409,5341,2013-06-21,This Is Martin Bonner,42000.0,0.0,0.0,2010
4410,4142,2013-06-25,Hansel & Gretel Get Baked,4500000.0,0.0,0.0,2010
4411,166,2013-06-28,White House Down,150000000.0,205440387.0,73103784.0,2010
4412,1239,2013-06-28,The Heat,43000000.0,229727774.0,159581587.0,2010
4413,2223,2013-06-28,Redemption,23000000.0,13593473.0,36686.0,2010
4414,5084,2013-06-28,Detention of the Dead,500000.0,1778.0,1778.0,2010
4415,888,2013-07-06,The Internship,58000000.0,93672764.0,44672764.0,2010
4416,4333,2013-07-06,The Purge,3000000.0,91266581.0,64473115.0,2010
4417,419,2013-07-08,Percy Jackson: Sea of Monsters,90000000.0,200859554.0,68559554.0,2010
4418,1477,2013-07-08,We're the Millers,37000000.0,267816276.0,150394119.0,2010
4419,5178,2013-07-08,Midnight Cabaret,300000.0,0.0,0.0,2010
4420,205,2013-07-17,Turbo,135000000.0,286896578.0,83028130.0,2010
4421,226,2013-07-19,R.I.P.D.,130000000.0,79076678.0,33618855.0,2010
4422,477,2013-07-19,RED 2,84000000.0,137162560.0,53262560.0,2010
4423,2312,2013-07-19,The Conjuring,20000000.0,318000141.0,137400141.0,2010
4424,3944,2013-07-19,Grabbers,5300000.0,440821.0,0.0,2010
4425,4098,2013-07-19,Only God Forgives,4800000.0,4494560.0,775849.0,2010
4426,4889,2013-07-19,The Act of Killing,1000000.0,501289.0,486919.0,2010
4427,3782,2013-07-23,Twixt,7000000.0,1268346.0,0.0,2010
4428,276,2013-07-26,The Wolverine,115000000.0,416456852.0,132556852.0,2010
4429,2589,2013-07-26,Blue Jasmine,18000000.0,102912961.0,33404871.0,2010
4430,4658,2013-07-26,Stranded,1900000.0,285593.0,0.0,2010
4431,4719,2013-07-26,The To Do List,1500000.0,4128828.0,3491669.0,2010
4432,299,2013-07-31,The Smurfs 2,110000000.0,348547523.0,71017784.0,2010
4433,5086,2013-08-01,Now is Good,500000.0,2141436.0,0.0,2010
4434,1515,2013-08-02,Identity Thief,35000000.0,175361578.0,134506920.0,2010
4435,1792,2013-08-02,Side Effects,30000000.0,66742138.0,32172757.0,2010
4436,4635,2013-08-02,Small Apartments,2000000.0,0.0,0.0,2010
4437,4656,2013-08-02,ABCD (Any Body Can Dance),1900000.0,10137234.0,222098.0,2010
4438,47,2013-08-03,Oz the Great and Powerful,200000000.0,490359051.0,234770996.0,2010
4439,1833,2013-08-03,Dead Man Down,30000000.0,19599974.0,10895295.0,2010
4440,4940,2013-08-10,Zombie Hunter,1000000.0,0.0,0.0,2010
4441,145,2013-08-11,Thor: The Dark World,150000000.0,644602516.0,206362140.0,2010
4442,2543,2013-08-11,The Book Thief,19000000.0,76086711.0,21488481.0,2010
4443,1413,2013-08-16,Paranoia,40000000.0,16173593.0,7388654.0,2010
4444,1712,2013-08-16,Lee Daniels' The Butler,30000000.0,177025498.0,116632095.0,2010
4445,1911,2013-08-16,Kick-Ass 2,28000000.0,63129909.0,28795985.0,2010
4446,2610,2013-08-16,Jobs,18000000.0,43402515.0,16131410.0,2010
4447,4056,2013-08-16,Ain't Them Bodies Saints,5000000.0,1075009.0,391611.0,2010
4448,4498,2013-08-16,Underdogs,2500000.0,35017.0,35017.0,2010
4449,853,2013-08-21,The Mortal Instruments: City of Bones,60000000.0,75965567.0,31165421.0,2010
4450,1443,2013-08-23,Yi dai zong shi,38600000.0,57987299.0,6594959.0,2010
4451,2387,2013-08-23,The World's End,20000000.0,47508505.0,26004851.0,2010
4452,2525,2013-08-23,The Frozen Ground,19200000.0,5617460.0,0.0,2010
4453,5064,2013-08-23,Drinking Buddies,500000.0,407100.0,343706.0,2010
4454,5263,2013-08-23,Sparrows Dance,175000.0,2602.0,2602.0,2010
4455,2619,2013-08-30,Getaway,18000000.0,11813989.0,10501938.0,2010
4456,3344,2013-08-30,One Direction: This is Us,10000000.0,68541786.0,28873374.0,2010
4457,3966,2013-08-30,No se Aceptan Devoluciones,5000000.0,100486616.0,44467206.0,2010
4458,4636,2013-09-07,Coffee Town,2000000.0,0.0,0.0,2010
4459,261,2013-09-08,Elysium,120000000.0,286192091.0,93050117.0,2010
4460,1021,2013-09-08,Disney Planes,50000000.0,238059569.0,90282580.0,2010
4461,1784,2013-09-13,The Family,30000000.0,51078541.0,36918811.0,2010
4462,3958,2013-09-13,Insidious Chapter 2,5000000.0,161921515.0,83586447.0,2010
4463,4618,2013-09-13,Plush,2000000.0,28864.0,3080.0,2010
4464,3620,2013-09-18,Enough Said,8000000.0,25621449.0,17550872.0,2010
4465,1156,2013-09-20,Prisoners,46000000.0,113402302.0,61002302.0,2010
4466,1461,2013-09-20,Rush,38000000.0,98230839.0,26947624.0,2010
4467,2457,2013-09-20,Battle of the Year,20000000.0,16723377.0,8888355.0,2010
4468,3665,2013-09-20,Feichang Xingyun,8000000.0,21970000.0,0.0,2010
4469,561,2013-09-27,Cloudy with a Chance of Meatballs 2,78000000.0,274392649.0,119793567.0,2010
4470,2636,2013-09-27,Metallica Through the Never,18000000.0,9082906.0,3419967.0,2010
4471,3574,2013-09-27,Baggage Claim,8500000.0,22885836.0,21569509.0,2010
4472,3925,2013-09-27,Don Jon,5500000.0,41268579.0,24477704.0,2010
4473,62,2013-10-05,The Great Gatsby,190000000.0,351040419.0,144840419.0,2010
4474,2894,2013-10-05,Peeples,15000000.0,9307166.0,9177065.0,2010
4475,675,2013-10-18,Escape Plan,70000000.0,103735965.0,25135965.0,2010
4476,1787,2013-10-18,Carrie,30000000.0,82409520.0,35266619.0,2010
4477,1996,2013-10-18,The Fifth Estate,26000000.0,6154172.0,3254172.0,2010
4478,2334,2013-10-18,12 Years a Slave,20000000.0,181025343.0,56671993.0,2010
4479,3579,2013-10-18,All is Lost,8500000.0,10386814.0,6263670.0,2010
4480,3228,2013-10-19,Supesu Batorushippu Yamato,12000000.0,0.0,0.0,2010
4481,2098,2013-10-25,The Counselor,25000000.0,71009334.0,16973715.0,2010
4482,2797,2013-10-25,Jackass Presents: Bad Grandpa,15000000.0,160903019.0,102003019.0,2010
4483,5339,2013-10-25,A True Story,45000.0,0.0,0.0,2010
4484,5346,2013-10-25,Her Cry: La Llorona Investigation,35000.0,0.0,0.0,2010
4485,833,2013-11-01,Gangster Squad,60000000.0,104100903.0,46000903.0,2010
4486,3262,2013-11-01,Quartet,11000000.0,56178935.0,18388357.0,2010
4487,4469,2013-11-01,A Haunted House,2500000.0,59922558.0,40041683.0,2010
4488,915,2013-11-10,Captain Phillips,55000000.0,220648184.0,107136417.0,2010
4489,2464,2013-11-10,Machete Kills,20000000.0,18273009.0,8008161.0,2010
4490,3945,2013-11-10,La Vie d'Adèle – Chapitres 1 & 2,5250000.0,22937201.0,2450504.0,2010
4491,5004,2013-11-10,All the Boys Love Mandy Lane,750000.0,1960521.0,0.0,2010
4492,5020,2013-11-10,Escape from Tomorrow,650000.0,171962.0,171962.0,2010
4493,2672,2013-11-15,The Best Man Holiday,17000000.0,72835710.0,70525195.0,2010
4494,3168,2013-11-15,Nebraska,12000000.0,24761360.0,17654912.0,2010
4495,3198,2013-11-15,La grande bellezza,12000000.0,29549145.0,2883879.0,2010
4496,3761,2013-11-15,The Christmas Candle,7000000.0,1933829.0,1632000.0,2010
4497,134,2013-11-22,Frozen,150000000.0,1274234980.0,400738009.0,2010
4498,211,2013-11-22,The Hunger Games: Catching Fire,130000000.0,864868047.0,424668047.0,2010
4499,2247,2013-11-22,Delivery Man,22000000.0,70536870.0,30659817.0,2010
4500,3142,2013-11-22,Philomena,12000000.0,98963392.0,37709979.0,2010
4501,2255,2013-11-27,Homefront,22000000.0,51695362.0,20158492.0,2010
4502,2663,2013-11-27,Black Nativity,17500000.0,7285135.0,7018188.0,2010
4503,1611,2013-11-29,Mandela: Long Walk to Freedom,35000000.0,29890402.0,8323085.0,2010
4504,1292,2013-12-04,42,40000000.0,97470701.0,95020213.0,2010
4505,2372,2013-12-04,Scary Movie V,20000000.0,78613981.0,32015787.0,2010
4506,4329,2013-12-04,Antiviral,3100000.0,123407.0,0.0,2010
4507,1664,2013-12-06,This is the End,32000000.0,126539117.0,101470202.0,2010
4508,64,2013-12-07,Pacific Rim,190000000.0,411002906.0,101802906.0,2010
4509,496,2013-12-07,Grown Ups 2,80000000.0,247023808.0,133668525.0,2010
4510,4960,2013-12-07,Fruitvale Station,900000.0,17549645.0,16098998.0,2010
4511,15,2013-12-13,The Hobbit: The Desolation of Smaug,250000000.0,960366855.0,258366855.0,2010
4512,1281,2013-12-13,American Hustle,40000000.0,257878294.0,150117807.0,2010
4513,1520,2013-12-13,Saving Mr. Banks,35000000.0,114962525.0,83299761.0,2010
4514,2039,2013-12-13,Tyler Perry's A Madea Christmas,25000000.0,52543354.0,52543354.0,2010
4515,1012,2013-12-18,Anchorman 2: The Legend Continues,50000000.0,172185754.0,127352707.0,2010
4516,539,2013-12-20,Walking with Dinosaurs,80000000.0,130580730.0,36076121.0,2010
4517,95,2013-12-25,47 Ronin,175000000.0,151716815.0,38362475.0,2010
4518,338,2013-12-25,The Wolf of Wall Street,100000000.0,391976723.0,116900694.0,2010
4519,394,2013-12-25,The Secret Life of Walter Mitty,91000000.0,188536838.0,58236838.0,2010
4520,1373,2013-12-25,Grudge Match,40000000.0,69807260.0,29807260.0,2010
4521,2059,2013-12-25,August: Osage County,25000000.0,50738810.0,37738810.0,2010
4522,1860,2013-12-31,Space Pirate Captain Harlock,30000000.0,143490.0,0.0,2010
4523,2276,2013-12-31,Metegol,22000000.0,30051905.0,0.0,2010
4524,2555,2013-12-31,Out of Inferno,19000000.0,0.0,0.0,2010
4525,2778,2013-12-31,Zulu,16000000.0,1844228.0,0.0,2010
4526,3500,2013-12-31,Re-Kill,9500000.0,0.0,0.0,2010
4527,4234,2013-12-31,Geograf globus propil,4000000.0,4454853.0,0.0,2010
4528,4677,2013-12-31,Independence Daysaster,1800000.0,0.0,0.0,2010
4529,4683,2013-12-31,Living Dark: The Story of Ted the Caver,1750000.0,0.0,0.0,2010
4530,4821,2013-12-31,The Wicked Within,1200000.0,0.0,0.0,2010
4531,4837,2013-12-31,The Vatican Exorcisms,1100000.0,0.0,0.0,2010
4532,4924,2013-12-31,Heli,1000000.0,552614.0,0.0,2010
4533,5024,2013-12-31,Treachery,625000.0,0.0,0.0,2010
4534,5100,2013-12-31,Bucky and the Squirrels,500000.0,0.0,0.0,2010
4535,5276,2013-12-31,Speak No Evil,150000.0,32927.0,0.0,2010
4536,5308,2013-12-31,Echo Dr.,100000.0,0.0,0.0,2010
4537,5352,2013-12-31,Paraphobia,30000.0,0.0,0.0,2010
4538,5118,2014-01-07,Mutual Friends,450000.0,0.0,0.0,2010
4539,97,2014-01-08,Guardians of the Galaxy,170000000.0,771100771.0,333172112.0,2010
4540,1795,2014-01-08,Get on Up,30000000.0,33339868.0,30569935.0,2010
4541,2772,2014-01-10,"Men, Women and Children",16000000.0,1705908.0,705908.0,2010
4542,827,2014-01-17,Jack Ryan: Shadow Recruit,60000000.0,131377412.0,50577412.0,2010
4543,1738,2014-01-17,The Nut Job,30000000.0,122529966.0,64251538.0,2010
4544,2013,2014-01-17,Ride Along,25000000.0,153733800.0,134202565.0,2010
4545,3731,2014-01-17,Devil's Due,7000000.0,36146087.0,15821461.0,2010
4546,748,2014-01-24,"I, Frankenstein",65000000.0,74575290.0,19075290.0,2010
4547,3778,2014-01-28,Snezhnaya koroleva,7000000.0,15206330.0,0.0,2010
4548,2618,2014-01-31,Labor Day,18000000.0,14189810.0,13371528.0,2010
4549,3610,2014-01-31,That Awkward Moment,8000000.0,53068955.0,26068955.0,2010
4550,3768,2014-02-04,Dom Hemingway,7000000.0,1857458.0,523511.0,2010
4551,49,2014-02-05,The Amazing Spider-Man 2,200000000.0,708996336.0,202853933.0,2010
4552,4460,2014-02-05,Ida,2600000.0,15298355.0,3827060.0,2010
4553,5031,2014-02-05,Water & Power,600000.0,42557.0,42557.0,2010
4554,1794,2014-02-07,Deliver Us from Evil,30000000.0,87956618.0,30577122.0,2010
4555,2320,2014-02-07,Tammy,20000000.0,93931360.0,84525432.0,2010
4556,3047,2014-02-07,Earth to Echo,13000000.0,42174545.0,38934842.0,2010
4557,870,2014-02-14,Winter's Tale,60000000.0,22468620.0,12600231.0,2010
4558,2392,2014-02-14,Endless Love,20000000.0,34718173.0,23438250.0,2010
4559,3043,2014-02-14,About Last Night,13000000.0,50445860.0,48637684.0,2010
4560,543,2014-02-21,Pompeii,80000000.0,108469033.0,23169033.0,2010
4561,1910,2014-02-21,3 Days to Kill,28000000.0,38959900.0,30697999.0,2010
4562,1019,2014-02-28,Non-Stop,50000000.0,222383055.0,91742160.0,2010
4563,2237,2014-02-28,Son of God,22000000.0,70949793.0,59700064.0,2010
4564,4687,2014-02-28,The Lunchbox,1700000.0,12231500.0,4231500.0,2010
4565,3972,2014-03-01,Paranormal Activity: The Marked Ones,5000000.0,86362372.0,32462372.0,2010
4566,768,2014-03-10,Gone Girl,61000000.0,368567189.0,167767189.0,2010
4567,2753,2014-03-10,Left Behind,16000000.0,20769209.0,14019924.0,2010
4568,3229,2014-03-10,Drive Hard,12000000.0,0.0,0.0,2010
4569,3800,2014-03-10,Annabelle,6500000.0,256873813.0,84273813.0,2010
4570,4759,2014-03-10,La chambre bleue,1400000.0,1945420.0,260441.0,2010
4571,2826,2014-03-12,Wild,15000000.0,52501541.0,37880356.0,2010
4572,705,2014-03-14,Need for Speed,66000000.0,194169619.0,43568507.0,2010
4573,3395,2014-03-14,Bad Words,10000000.0,7843145.0,7779614.0,2010
4574,3873,2014-03-14,Veronica Mars,6000000.0,3485383.0,3322127.0,2010
4575,5248,2014-03-14,The Word,200000.0,3648.0,3648.0,2010
4576,446,2014-03-21,Divergent,85000000.0,276014965.0,150947895.0,2010
4577,941,2014-03-21,Muppets Most Wanted,55000000.0,79312301.0,51178893.0,2010
4578,1998,2014-03-21,Blood Ties,26000000.0,2923959.0,42472.0,2010
4579,3438,2014-03-21,50 to 1,10000000.0,1069454.0,1069454.0,2010
4580,4822,2014-03-21,God’s Not Dead,1150000.0,63777092.0,60755732.0,2010
4581,5303,2014-03-21,Cheap Thrills,100000.0,59424.0,59424.0,2010
4582,222,2014-03-28,Noah,130000000.0,352831065.0,101200044.0,2010
4583,1605,2014-03-28,Sabotage,35000000.0,18376443.0,10508518.0,2010
4584,5173,2014-03-28,Locker 13,300000.0,3496.0,3496.0,2010
4585,4299,2014-04-03,Wicked Blood,3500000.0,0.0,0.0,2010
4586,99,2014-04-04,Captain America: The Winter Soldier,170000000.0,714401889.0,259746958.0,2010
4587,3028,2014-04-04,Under the Skin,13300000.0,7229933.0,2614251.0,2010
4588,4141,2014-04-09,Falcon Rising,4500000.0,11774.0,11774.0,2010
4589,3125,2014-04-16,Heaven is for Real,12000000.0,100919111.0,91386097.0,2010
4590,362,2014-04-18,Transcendence,100000000.0,103039258.0,23022309.0,2010
4591,4174,2014-04-18,A Haunted House 2,4000000.0,21206861.0,17329487.0,2010
4592,1303,2014-04-25,The Other Woman,40000000.0,195111193.0,83911193.0,2010
4593,1915,2014-04-25,Brick Mansions,28000000.0,73421224.0,20396829.0,2010
4594,5123,2014-04-25,Blue Ruin,420000.0,435168.0,258384.0,2010
4595,1641,2014-05-09,Thunder and the House of Magic,34000000.0,10392666.0,4091.0,2010
4596,4519,2014-05-09,Frontera,2300000.0,59696.0,59696.0,2010
4597,112,2014-05-11,Interstellar,165000000.0,668913307.0,188017894.0,2010
4598,4082,2014-05-12,Dying of the Light,5000000.0,0.0,0.0,2010
4599,120,2014-05-16,Godzilla,160000000.0,529076069.0,200676069.0,2010
4600,2061,2014-05-16,Million Dollar Arm,25000000.0,39217912.0,36447959.0,2010
4601,2768,2014-05-16,The Immigrant,16000000.0,7585011.0,2013456.0,2010
4602,48,2014-05-23,X-Men: Days of Future Past,200000000.0,747862775.0,233921534.0,2010
4603,1196,2014-05-23,Blended,45000000.0,127990741.0,46290741.0,2010
4604,73,2014-05-30,Maleficent,180000000.0,758536735.0,241407328.0,2010
4605,1348,2014-05-30,A Million Ways to Die in The West,40000000.0,86778557.0,42720965.0,2010
4606,1237,2014-06-02,The Interview,44000000.0,12342632.0,6105175.0,2010
4607,82,2014-06-06,Edge of Tomorrow,178000000.0,370541256.0,100206256.0,2010
4608,3122,2014-06-06,The Fault in Our Stars,12000000.0,307166834.0,124872350.0,2010
4609,4149,2014-06-06,Anna,4357373.0,1200000.0,0.0,2010
4610,4866,2014-06-06,Obvious Child,1000000.0,3324070.0,3122616.0,2010
4611,5203,2014-06-06,Test,250000.0,18823.0,18823.0,2010
4612,174,2014-06-13,How to Train Your Dragon 2,145000000.0,616102924.0,177002924.0,2010
4613,1004,2014-06-13,22 Jump Street,50000000.0,331333876.0,191719337.0,2010
4614,3583,2014-06-13,The Rover,8500000.0,3180252.0,1109199.0,2010
4615,4778,2014-06-13,Los insolitos peces gato,1300000.0,16653.0,11278.0,2010
4616,3557,2014-06-17,Beneath Hill 60,9000000.0,3440939.0,0.0,2010
4617,5304,2014-06-19,The Past is a Grotesque Animal,100000.0,20056.0,20056.0,2010
4618,1343,2014-06-20,Jersey Boys,40000000.0,65282732.0,47047013.0,2010
4619,2168,2014-06-20,Think Like a Man Too,24000000.0,70027933.0,65028687.0,2010
4620,4942,2014-06-24,A Fine Step,1000000.0,0.0,0.0,2010
4621,31,2014-06-27,Transformers: Age of Extinction,210000000.0,1104039076.0,245439076.0,2010
4622,1420,2014-06-27,Snowpiercer,40000000.0,88069880.0,4563029.0,2010
4623,3623,2014-06-27,Begin Again,8000000.0,68838736.0,16170632.0,2010
4624,4417,2014-06-27,They Came Together,3000000.0,82780.0,0.0,2010
4625,4938,2014-07-01,Hidden Away,1000000.0,0.0,0.0,2010
4626,654,2014-07-02,The Monuments Men,70000000.0,158702748.0,78031620.0,2010
4627,774,2014-07-02,The Lego Movie,60000000.0,457729388.0,257784718.0,2010
4628,3488,2014-07-02,Nurse 3D,10000000.0,0.0,0.0,2010
4629,176,2014-07-03,Mr. Peabody & Sherman,145000000.0,269806430.0,111506430.0,2010
4630,292,2014-07-03,300: Rise of an Empire,110000000.0,330780051.0,106580051.0,2010
4631,1697,2014-07-03,The Grand Budapest Hotel,31000000.0,164350409.0,59076019.0,2010
4632,4213,2014-07-03,The Face of Love,4000000.0,1158877.0,385069.0,2010
4633,109,2014-07-11,Big Hero 6,165000000.0,652127828.0,222527828.0,2010
4634,2828,2014-07-11,The Theory of Everything,15000000.0,123327692.0,35893537.0,2010
4635,3467,2014-07-11,Elsa & Fred,10000000.0,109144.0,67657.0,2010
4636,4143,2014-07-11,Fugly,4500000.0,0.0,0.0,2010
4637,1039,2014-07-18,Planes: Fire and Rescue,50000000.0,156399644.0,59157732.0,2010
4638,1353,2014-07-18,Sex Tape,40000000.0,126069509.0,38543473.0,2010
4639,3513,2014-07-18,The Purge: Anarchy,9000000.0,111534881.0,71562550.0,2010
4640,3871,2014-07-18,Wish I Was Here,6000000.0,6591365.0,3591299.0,2010
4641,4893,2014-07-18,I Origins,1000000.0,852399.0,336472.0,2010
4642,5284,2014-07-18,An American in Hollywood,125000.0,0.0,0.0,2010
4643,346,2014-07-25,Hercules,100000000.0,243388614.0,72688614.0,2010
4644,1283,2014-07-25,Lucy,40000000.0,457507776.0,126573960.0,2010
4645,2613,2014-07-25,And So It Goes,18000000.0,17360801.0,15160801.0,2010
4646,2867,2014-07-25,A Most Wanted Man,15000000.0,36068890.0,17237855.0,2010
4647,5317,2014-07-25,Happy Christmas,70000.0,30312.0,30312.0,2010
4648,4428,2014-08-07,Point Blank,3000000.0,0.0,0.0,2010
4649,239,2014-08-08,Teenage Mutant Ninja Turtles,125000000.0,485004754.0,191204754.0,2010
4650,1054,2014-08-08,Into the Storm,50000000.0,156602194.0,47602194.0,2010
4651,2239,2014-08-08,The Hundred-Foot Journey,22000000.0,94270488.0,54235441.0,2010
4652,5037,2014-08-08,The Maid's Room,600000.0,0.0,0.0,2010
4653,2668,2014-08-13,Let’s Be Cops,17000000.0,136890774.0,82390774.0,2010
4654,357,2014-08-15,The Expendables 3,100000000.0,209461378.0,39322544.0,2010
4655,2047,2014-08-15,The Giver,25000000.0,55090374.0,45090374.0,2010
4656,4408,2014-08-15,Fort McCoy,3000000.0,78948.0,78948.0,2010
4657,5205,2014-08-15,Night Lights,250000.0,12848.0,12848.0,2010
4658,4080,2014-08-18,Henry & Me,5000000.0,0.0,0.0,2010
4659,750,2014-08-22,Sin City: A Dame to Kill For,65000000.0,39499349.0,13757804.0,2010
4660,2651,2014-08-22,The Prince,18000000.0,0.0,0.0,2010
4661,2842,2014-08-22,When the Game Stands Tall,15000000.0,30138912.0,30127963.0,2010
4662,3247,2014-08-22,If I Stay,11000000.0,78356170.0,50474843.0,2010
4663,5254,2014-08-26,Sanctuary; Quite a Conundrum,200000.0,0.0,0.0,2010
4664,2852,2014-08-27,The November Man,15000000.0,34820335.0,25018119.0,2010
4665,2518,2014-08-29,Dwegons and Leprechauns,20000000.0,0.0,0.0,2010
4666,3985,2014-08-29,"As Above, So Below",5000000.0,41824066.0,21222315.0,2010
4667,5000,2014-08-29,Il conformista,750000.0,59656.0,59656.0,2010
4668,683,2014-09-05,Legends of Oz: Dorothy’s Return,70000000.0,20107933.0,8462347.0,2010
4669,2564,2014-09-05,Neighbors,18000000.0,270944428.0,150086800.0,2010
4670,4019,2014-09-05,Moms’ Night Out,5000000.0,10537341.0,10429707.0,2010
4671,4881,2014-09-05,Palo Alto,1000000.0,1156309.0,767732.0,2010
4672,4639,2014-09-09,A Funny Thing Happened on the Way to the Forum,2000000.0,0.0,0.0,2010
4673,4819,2014-09-09,Cotton Comes to Harlem,1200000.0,0.0,0.0,2010
4674,1633,2014-09-19,The Maze Runner,34000000.0,348319861.0,102427862.0,2010
4675,1913,2014-09-19,A Walk Among the Tombstones,28000000.0,62108587.0,26017685.0,2010
4676,2368,2014-09-19,This is Where I Leave You,20000000.0,41296320.0,34296320.0,2010
4677,4391,2014-09-19,Tusk,3000000.0,1821983.0,1821983.0,2010
4678,4603,2014-09-19,Pump,2000000.0,72277.0,72277.0,2010
4679,4990,2014-09-19,Not Cool,800000.0,35688.0,35688.0,2010
